mindate,maxdate,name,datacoverage,id
1994-08-15,2024-10-25,"Dothan, AL US",0.95,CITY:US010006
1994-08-15,2024-10-25,"Enterprise, AL US",0.95,CITY:US010007
1994-08-15,2024-10-25,"Eufaula, AL US",0.95,CITY:US010008
1995-05-01,2024-10-25,"Florence, AL US",0.95,CITY:US010009
1995-02-24,2024-10-25,"Fort Payne, AL US",0.95,CITY:US010010
1995-02-24,2024-10-25,"Gadsden, AL US",0.95,CITY:US010011
1995-02-24,2024-10-25,"Huntsville, AL US",0.95,CITY:US010012
1995-05-04,2024-10-25,"Jasper, AL US",0.95,CITY:US010013
1994-08-15,2024-10-25,"Mobile, AL US",0.95,CITY:US010014
1994-08-15,2024-10-25,"Montgomery, AL US",0.95,CITY:US010015
1994-08-15,2024-10-25,"Selma, AL US",0.95,CITY:US010016
1995-02-24,2024-10-25,"Talladega, AL US",0.95,CITY:US010017
1994-08-15,2024-10-25,"Troy, AL US",0.95,CITY:US010018
1995-05-04,2024-10-25,"Tuscaloosa, AL US",0.95,CITY:US010019
1997-12-18,2024-10-24,"Anchorage, AK US",0.95,CITY:US020001
1997-03-20,2024-10-25,"Fairbanks, AK US",0.95,CITY:US020002
1997-08-27,2024-10-20,"Juneau, AK US",0.95,CITY:US020003
1997-09-12,2024-10-25,"Nome, AK US",0.95,CITY:US020004
1997-09-08,2024-10-25,"Seward, AK US",0.95,CITY:US020005
1995-10-19,2024-10-25,"Bullhead City, AZ US",0.95,CITY:US040001
1994-04-27,2024-10-25,"Casa Grande, AZ US",0.95,CITY:US040002
1995-12-06,2024-10-25,"Douglas, AZ US",0.95,CITY:US040003
1994-04-27,2024-10-25,"Flagstaff, AZ US",0.95,CITY:US040004
1994-04-27,2024-10-25,"Green Valley, AZ US",0.95,CITY:US040005
1995-10-19,2024-10-25,"Kingman, AZ US",0.95,CITY:US040006
1995-10-19,2024-10-25,"Lake Havasu City, AZ US",0.95,CITY:US040007
1994-04-27,2024-10-25,"Mesa, AZ US",0.95,CITY:US040008
1994-04-27,2024-10-25,"Nogales, AZ US",0.95,CITY:US040009
1994-04-27,2024-10-25,"Payson, AZ US",0.95,CITY:US040010
1994-04-27,2024-10-25,"Phoenix, AZ US",0.95,CITY:US040011
1994-04-27,2024-10-25,"Prescott, AZ US",0.95,CITY:US040012
1994-04-27,2024-10-25,"Sierra Vista, AZ US",0.95,CITY:US040013
1994-04-27,2024-10-25,"Tucson, AZ US",0.95,CITY:US040014
1996-09-13,2024-10-25,"Yuma, AZ US",0.95,CITY:US040015
1995-06-05,2024-10-25,"Arkadelphia, AR US",0.95,CITY:US050001
1995-05-01,2024-10-25,"Blytheville, AR US",0.95,CITY:US050002
1995-06-05,2024-10-25,"Camden, AR US",0.95,CITY:US050003
1995-05-01,2024-10-25,"Conway, AR US",0.95,CITY:US050004
1995-06-05,2024-10-25,"El Dorado, AR US",0.95,CITY:US050005
1994-05-17,2024-10-25,"Fayetteville, AR US",0.95,CITY:US050006
1995-05-01,2024-10-25,"Forrest City, AR US",0.95,CITY:US050007
1994-05-17,2024-10-25,"Fort Smith, AR US",0.95,CITY:US050008
1994-05-17,2024-10-25,"Harrison, AR US",0.95,CITY:US050009
1995-06-05,2024-10-25,"Hope, AR US",0.95,CITY:US050010
1995-06-05,2024-10-25,"Hot Springs, AR US",0.95,CITY:US050011
1995-05-01,2024-10-25,"Jonesboro, AR US",0.95,CITY:US050012
1995-05-01,2024-10-25,"Little Rock, AR US",0.95,CITY:US050013
1995-06-05,2024-10-25,"Magnolia, AR US",0.95,CITY:US050014
1995-05-01,2024-10-25,"Mountain Home, AR US",0.95,CITY:US050015
1995-05-01,2024-10-25,"Paragould, AR US",0.95,CITY:US050016
1995-05-01,2024-10-25,"Pine Bluff, AR US",0.95,CITY:US050017
1994-05-17,2024-10-25,"Russellville, AR US",0.95,CITY:US050018
1995-05-01,2024-10-25,"Searcy, AR US",0.95,CITY:US050019
1994-05-17,2024-10-25,"Siloam Springs, AR US",0.95,CITY:US050020
1995-10-26,2024-10-25,"Anaheim, CA US",0.95,CITY:US060001
1995-10-26,2024-10-25,"Bakersfield, CA US",0.95,CITY:US060002
1995-10-19,2024-10-25,"Barstow, CA US",0.95,CITY:US060003
1995-10-19,2024-10-25,"Blythe, CA US",0.95,CITY:US060004
1995-07-01,2024-10-25,"Chico, CA US",0.95,CITY:US060005
1995-07-01,2024-10-25,"Clearlake, CA US",0.95,CITY:US060006
1995-09-03,2024-10-25,"Coalinga, CA US",0.95,CITY:US060007
1996-09-13,2024-10-25,"El Centro, CA US",0.95,CITY:US060008
1995-12-07,2024-10-25,"Eureka, CA US",0.95,CITY:US060009
1995-07-01,2024-10-25,"Fresno, CA US",0.95,CITY:US060010
1995-07-01,2024-10-25,"Grass Valley, CA US",0.95,CITY:US060011
1995-10-26,2024-10-25,"Long Beach, CA US",0.95,CITY:US060012
1995-10-26,2024-10-25,"Los Angeles, CA US",0.95,CITY:US060013
1995-07-01,2024-10-25,"Merced, CA US",0.95,CITY:US060014
1995-07-01,2024-10-25,"Modesto, CA US",0.95,CITY:US060015
1995-07-01,2024-10-25,"Monterey, CA US",0.95,CITY:US060016
1995-07-01,2024-10-25,"Napa, CA US",0.95,CITY:US060017
1995-07-01,2024-10-25,"Oakland, CA US",0.95,CITY:US060018
1995-10-26,2024-10-25,"Oceanside, CA US",0.95,CITY:US060019
1995-10-26,2024-10-25,"Oxnard, CA US",0.95,CITY:US060020
1995-10-26,2024-10-25,"Palm Springs, CA US",0.95,CITY:US060021
1995-07-01,2024-10-25,"Red Bluff, CA US",0.95,CITY:US060022
1995-07-01,2024-10-25,"Redding, CA US",0.95,CITY:US060023
1995-10-19,2024-10-25,"Ridgecrest, CA US",0.95,CITY:US060024
1995-10-26,2024-10-25,"Riverside, CA US",0.95,CITY:US060025
1995-10-26,2024-10-25,"Rosamond, CA US",0.95,CITY:US060026
1995-07-01,2024-10-25,"Sacramento, CA US",0.95,CITY:US060027
1995-07-01,2024-10-25,"Salinas, CA US",0.95,CITY:US060028
1995-10-26,2024-10-25,"San Bernardino, CA US",0.95,CITY:US060029
1995-10-26,2024-10-25,"San Diego, CA US",0.95,CITY:US060030
1995-07-01,2024-10-25,"San Francisco, CA US",0.95,CITY:US060031
1995-07-01,2024-10-25,"San Jose, CA US",0.95,CITY:US060032
1995-09-03,2024-10-25,"San Luis Obispo, CA US",0.95,CITY:US060033
1995-10-26,2024-10-25,"Santa Ana, CA US",0.95,CITY:US060034
1995-10-26,2024-10-25,"Santa Barbara, CA US",0.95,CITY:US060035
1995-10-26,2024-10-25,"Santa Clarita, CA US",0.95,CITY:US060036
1995-07-01,2024-10-25,"Santa Cruz, CA US",0.95,CITY:US060037
1995-10-26,2024-10-25,"Santa Maria, CA US",0.95,CITY:US060038
1995-07-01,2024-10-25,"Santa Rosa, CA US",0.95,CITY:US060039
1995-10-26,2024-10-25,"Simi Valley, CA US",0.95,CITY:US060040
1995-07-01,2024-10-25,"Soledad, CA US",0.95,CITY:US060041
1995-07-01,2024-10-25,"Stockton, CA US",0.95,CITY:US060042
1995-07-01,2024-10-25,"Susanville, CA US",0.95,CITY:US060043
1995-07-01,2024-10-25,"Ukiah, CA US",0.95,CITY:US060044
1995-07-01,2024-10-25,"Vallejo, CA US",0.95,CITY:US060045
1995-09-03,2024-10-25,"Visalia, CA US",0.95,CITY:US060046
1995-07-01,2024-10-25,"Yuba City, CA US",0.95,CITY:US060047
1995-10-19,2024-10-25,"Yucca Valley, CA US",0.95,CITY:US060048
1994-07-13,2024-10-25,"Boulder, CO US",0.95,CITY:US080001
1994-07-13,2024-10-25,"Canon City, CO US",0.95,CITY:US080002
1994-07-13,2024-10-25,"Colorado Springs, CO US",0.95,CITY:US080003
1994-07-13,2024-10-25,"Denver, CO US",0.95,CITY:US080004
1996-06-05,2024-10-25,"Durango, CO US",0.95,CITY:US080005
1994-07-13,2024-10-25,"Fort Collins, CO US",0.95,CITY:US080006
1994-07-13,2024-10-25,"Fort Morgan, CO US",0.95,CITY:US080007
1996-06-05,2024-10-25,"Grand Junction, CO US",0.95,CITY:US080008
1996-06-05,2024-10-25,"Montrose, CO US",0.95,CITY:US080009
1994-07-13,2024-10-25,"Pueblo, CO US",0.95,CITY:US080010
1994-07-13,2024-10-25,"Sterling, CO US",0.95,CITY:US080011
1995-03-28,2024-10-25,"Bridgeport, CT US",0.95,CITY:US090001
1995-03-28,2024-10-25,"Danbury, CT US",0.95,CITY:US090002
1995-03-28,2024-10-25,"Hartford, CT US",0.95,CITY:US090003
1995-03-28,2024-10-25,"New Haven, CT US",0.95,CITY:US090004
1995-03-28,2024-10-25,"New London, CT US",0.95,CITY:US090005
1995-03-28,2024-10-25,"Norwalk, CT US",0.95,CITY:US090006
1995-03-28,2024-10-25,"Norwich, CT US",0.95,CITY:US090007
1995-03-28,2024-10-25,"Stamford, CT US",0.95,CITY:US090008
1995-03-28,2024-10-25,"Torrington, CT US",0.95,CITY:US090009
1995-03-28,2024-10-25,"Waterbury, CT US",0.95,CITY:US090010
1995-03-28,2024-10-25,"Willimantic, CT US",0.95,CITY:US090011
1994-06-15,2024-10-25,"Dover, DE US",0.95,CITY:US100001
1994-06-15,2024-10-25,"Newark, DE US",0.95,CITY:US100002
1994-03-30,2024-10-25,"Belle Glade, FL US",0.95,CITY:US120001
1994-03-30,2024-10-25,"Boca Raton, FL US",0.95,CITY:US120002
1994-03-30,2024-10-25,"Boynton Beach, FL US",0.95,CITY:US120003
1994-03-30,2024-10-25,"Bradenton, FL US",0.95,CITY:US120004
1994-03-30,2024-10-25,"Cape Coral, FL US",0.95,CITY:US120005
1994-03-30,2024-10-25,"Cocoa, FL US",0.95,CITY:US120006
1994-03-30,2024-10-25,"Coral Springs, FL US",0.95,CITY:US120007
1994-08-15,2024-10-25,"Crestview, FL US",0.95,CITY:US120008
1994-03-30,2024-10-25,"Daytona Beach, FL US",0.95,CITY:US120009
1994-03-30,2024-10-25,"Deltona, FL US",0.95,CITY:US120010
1994-08-15,2024-10-25,"Destin, FL US",0.95,CITY:US120011
1994-03-30,2024-10-25,"Fort Lauderdale, FL US",0.95,CITY:US120012
1994-03-30,2024-10-25,"Fort Myers, FL US",0.95,CITY:US120013
1994-08-15,2024-10-25,"Fort Walton Beach, FL US",0.95,CITY:US120014
1994-03-30,2024-10-25,"Gainesville, FL US",0.95,CITY:US120015
1994-03-30,2024-10-25,"Homosassa Springs, FL US",0.95,CITY:US120016
1994-03-30,2024-10-25,"Immokalee, FL US",0.95,CITY:US120017
1994-03-30,2024-10-25,"Jacksonville, FL US",0.95,CITY:US120018
1994-03-30,2024-10-25,"Jupiter, FL US",0.95,CITY:US120019
1995-04-20,2024-10-25,"Key Largo, FL US",0.95,CITY:US120020
1995-04-20,2024-10-25,"Key West, FL US",0.95,CITY:US120021
1994-03-30,2024-10-25,"Kissimmee, FL US",0.95,CITY:US120022
1995-04-20,2024-10-25,"Marathon, FL US",0.95,CITY:US120023
1994-03-30,2024-10-25,"Melbourne, FL US",0.95,CITY:US120024
1995-04-20,2024-10-25,"Miami, FL US",0.95,CITY:US120025
1994-03-30,2024-10-25,"Naples, FL US",0.95,CITY:US120026
1994-03-30,2024-10-25,"Ocala, FL US",0.95,CITY:US120027
1994-03-30,2024-10-25,"Orlando, FL US",0.95,CITY:US120028
1994-03-30,2024-10-25,"Palatka, FL US",0.95,CITY:US120029
1994-03-30,2024-10-25,"Palm Coast, FL US",0.95,CITY:US120030
1994-08-15,2024-10-25,"Panama City, FL US",0.95,CITY:US120031
1994-08-15,2024-10-25,"Pensacola, FL US",0.95,CITY:US120032
1994-03-30,2024-10-25,"Pompano Beach, FL US",0.95,CITY:US120033
1994-03-30,2024-10-25,"Port Charlotte, FL US",0.95,CITY:US120034
1994-03-30,2024-10-25,"Port St. Lucie, FL US",0.95,CITY:US120035
1994-03-30,2024-10-25,"Sarasota, FL US",0.95,CITY:US120036
1994-03-30,2024-10-25,"Spring Hill, FL US",0.95,CITY:US120037
1994-03-30,2024-10-25,"St. Augustine, FL US",0.95,CITY:US120038
1994-03-30,2024-10-25,"St. Petersburg, FL US",0.95,CITY:US120039
1994-08-15,2024-10-25,"Tallahassee, FL US",0.95,CITY:US120040
1994-03-30,2024-10-25,"Tampa, FL US",0.95,CITY:US120041
1994-03-30,2024-10-25,"Titusville, FL US",0.95,CITY:US120042
1994-03-30,2024-10-25,"West Palm Beach, FL US",0.95,CITY:US120043
1994-08-15,2024-10-25,"Albany, GA US",0.95,CITY:US130001
1994-08-15,2024-10-25,"Americus, GA US",0.95,CITY:US130002
1994-08-16,2024-10-25,"Athens, GA US",0.95,CITY:US130003
1994-08-16,2024-10-25,"Atlanta, GA US",0.95,CITY:US130004
1994-08-16,2024-10-25,"Augusta, GA US",0.95,CITY:US130005
1994-08-15,2024-10-25,"Bainbridge, GA US",0.95,CITY:US130006
1994-08-16,2024-10-25,"Brunswick, GA US",0.95,CITY:US130007
1994-08-16,2024-10-25,"Carrollton, GA US",0.95,CITY:US130008
1994-08-15,2024-10-25,"Columbus, GA US",0.95,CITY:US130009
1995-02-24,2024-10-25,"Dalton, GA US",0.95,CITY:US130010
1994-08-16,2024-10-25,"Douglas, GA US",0.95,CITY:US130011
1994-08-16,2024-10-25,"Dublin, GA US",0.95,CITY:US130012
1994-08-15,2024-10-25,"Fort Benning South, GA US",0.95,CITY:US130013
1994-08-16,2024-10-25,"Gainesville, GA US",0.95,CITY:US130014
1994-08-16,2024-10-25,"Griffin, GA US",0.95,CITY:US130015
1994-08-16,2024-10-25,"Hinesville, GA US",0.95,CITY:US130016
1994-08-16,2024-10-25,"LaGrange, GA US",0.95,CITY:US130017
1994-08-16,2024-10-25,"Macon, GA US",0.95,CITY:US130018
1994-08-16,2024-10-25,"Milledgeville, GA US",0.95,CITY:US130019
1994-08-16,2024-10-25,"Peachtree City, GA US",0.95,CITY:US130020
1994-08-16,2024-10-25,"Rome, GA US",0.95,CITY:US130021
1994-08-16,2024-10-25,"Savannah, GA US",0.95,CITY:US130022
1995-08-01,2024-10-25,"St. Marys, GA US",0.95,CITY:US130023
1994-08-16,2024-10-25,"Statesboro, GA US",0.95,CITY:US130024
1994-08-15,2024-10-25,"Thomasville, GA US",0.95,CITY:US130025
1994-08-15,2024-10-25,"Tifton, GA US",0.95,CITY:US130026
1994-08-15,2024-10-25,"Valdosta, GA US",0.95,CITY:US130027
1994-08-16,2024-10-25,"Vidalia, GA US",0.95,CITY:US130028
1994-08-16,2024-10-25,"Waycross, GA US",0.95,CITY:US130029
1998-06-19,2024-10-25,"Hilo, HI US",0.95,CITY:US150001
1997-10-16,2024-10-25,"Honolulu, HI US",0.95,CITY:US150002
1997-10-16,2024-10-25,"Kahului, HI US",0.95,CITY:US150003
1995-01-24,2024-10-25,"Boise, ID US",0.95,CITY:US160001
1996-01-06,2024-10-25,"Coeur d'Alene, ID US",0.95,CITY:US160002
1995-12-21,2024-10-25,"Idaho Falls, ID US",0.95,CITY:US160003
1996-01-06,2024-10-25,"Lewiston, ID US",0.95,CITY:US160004
1996-01-06,2024-10-25,"Moscow, ID US",0.95,CITY:US160005
1995-01-24,2024-10-25,"Mountain Home, ID US",0.95,CITY:US160006
1995-01-24,2024-10-25,"Nampa, ID US",0.95,CITY:US160007
1995-12-21,2024-10-25,"Pocatello, ID US",0.95,CITY:US160008
1995-01-24,2024-10-25,"Twin Falls, ID US",0.95,CITY:US160009
1995-04-13,2024-10-25,"Aurora, IL US",0.95,CITY:US170001
1994-07-15,2024-10-25,"Bloomington, IL US",0.95,CITY:US170002
1994-07-15,2024-10-25,"Carbondale, IL US",0.95,CITY:US170003
1995-04-13,2024-10-25,"Champaign, IL US",0.95,CITY:US170004
1994-07-15,2024-10-25,"Charleston, IL US",0.95,CITY:US170005
1995-04-13,2024-10-25,"Chicago, IL US",0.95,CITY:US170006
1995-04-13,2024-10-25,"Crystal Lake, IL US",0.95,CITY:US170007
1995-04-13,2024-10-25,"Danville, IL US",0.95,CITY:US170008
1995-04-13,2024-10-25,"DeKalb, IL US",0.95,CITY:US170009
1994-07-15,2024-10-25,"Decatur, IL US",0.95,CITY:US170010
1995-04-13,2024-10-25,"Dixon, IL US",0.95,CITY:US170011
1994-07-15,2024-10-25,"Effingham, IL US",0.95,CITY:US170012
1995-04-13,2024-10-25,"Elgin, IL US",0.95,CITY:US170013
1995-04-13,2024-10-25,"Freeport, IL US",0.95,CITY:US170014
1994-07-15,2024-10-25,"Galesburg, IL US",0.95,CITY:US170015
1995-04-13,2024-10-25,"Joliet, IL US",0.95,CITY:US170016
1995-04-13,2024-10-25,"Kankakee, IL US",0.95,CITY:US170017
1995-04-13,2024-10-25,"Kewanee, IL US",0.95,CITY:US170018
1994-07-15,2024-10-25,"Lincoln, IL US",0.95,CITY:US170019
1994-07-15,2024-10-25,"Macomb, IL US",0.95,CITY:US170020
1994-07-15,2024-10-25,"Mount Vernon, IL US",0.95,CITY:US170021
1995-04-13,2024-10-25,"Naperville, IL US",0.95,CITY:US170022
1995-04-13,2024-10-25,"Ottawa, IL US",0.95,CITY:US170023
1994-07-15,2024-10-25,"Peoria, IL US",0.95,CITY:US170024
1995-04-13,2024-10-25,"Pontiac, IL US",0.95,CITY:US170025
1994-07-15,2024-10-25,"Quincy, IL US",0.95,CITY:US170026
1995-04-13,2024-10-25,"Rockford, IL US",0.95,CITY:US170027
1994-07-15,2024-10-25,"Springfield, IL US",0.95,CITY:US170028
1995-04-13,2024-10-25,"Streator, IL US",0.95,CITY:US170029
1995-04-13,2024-10-25,"Waukegan, IL US",0.95,CITY:US170030
1995-05-19,2024-10-25,"Bloomington, IN US",0.95,CITY:US180001
1995-05-19,2024-10-25,"Evansville, IN US",0.95,CITY:US180002
1995-04-13,2024-10-25,"Fort Wayne, IN US",0.95,CITY:US180003
1995-04-13,2024-10-25,"Indianapolis, IN US",0.95,CITY:US180004
1995-04-13,2024-10-25,"Kokomo, IN US",0.95,CITY:US180005
1995-04-13,2024-10-25,"Lafayette, IN US",0.95,CITY:US180006
1995-05-19,2024-10-25,"Madison, IN US",0.95,CITY:US180007
1995-04-13,2024-10-25,"Michigan City, IN US",0.95,CITY:US180008
1995-05-19,2024-10-25,"Muncie, IN US",0.95,CITY:US180009
1995-05-19,2024-10-25,"Richmond, IN US",0.95,CITY:US180010
1995-05-19,2024-10-25,"Shelbyville, IN US",0.95,CITY:US180011
1995-04-13,2024-10-25,"South Bend, IN US",0.95,CITY:US180012
1995-04-13,2024-10-25,"Terre Haute, IN US",0.95,CITY:US180013
1995-05-19,2024-10-25,"Vincennes, IN US",0.95,CITY:US180014
1995-06-01,2024-10-25,"Ames, IA US",0.95,CITY:US190001
1994-07-15,2024-10-25,"Burlington, IA US",0.95,CITY:US190002
1995-06-01,2024-10-25,"Carroll, IA US",0.95,CITY:US190003
1995-06-01,2024-10-25,"Cedar Falls, IA US",0.95,CITY:US190004
1995-06-01,2024-10-25,"Cedar Rapids, IA US",0.95,CITY:US190005
1995-04-13,2024-10-25,"Clinton, IA US",0.95,CITY:US190006
1995-04-13,2024-10-25,"Davenport, IA US",0.95,CITY:US190007
1995-06-01,2024-10-25,"Des Moines, IA US",0.95,CITY:US190008
1995-04-13,2024-10-25,"Dubuque, IA US",0.95,CITY:US190009
1995-06-01,2024-10-25,"Fort Dodge, IA US",0.95,CITY:US190010
1995-06-01,2024-10-25,"Iowa City, IA US",0.95,CITY:US190011
1994-07-15,2024-10-25,"Keokuk, IA US",0.95,CITY:US190012
1995-06-01,2024-10-25,"Marshalltown, IA US",0.95,CITY:US190013
1995-06-01,2024-10-25,"Mason City, IA US",0.95,CITY:US190014
1995-06-01,2024-10-25,"Oskaloosa, IA US",0.95,CITY:US190015
1995-06-01,2024-10-25,"Ottumwa, IA US",0.95,CITY:US190016
1995-06-01,2024-10-25,"Sioux City, IA US",0.95,CITY:US190017
1995-06-01,2024-10-25,"Spencer, IA US",0.95,CITY:US190018
1995-06-01,2024-10-25,"Storm Lake, IA US",0.95,CITY:US190019
1995-06-01,2024-10-25,"Waterloo, IA US",0.95,CITY:US190020
1994-02-28,2024-10-25,"Coffeyville, KS US",0.95,CITY:US200001
1994-04-01,2024-10-25,"Dodge City, KS US",0.95,CITY:US200002
1994-04-20,2024-10-25,"Emporia, KS US",0.95,CITY:US200003
1994-04-01,2024-10-25,"Garden City, KS US",0.95,CITY:US200004
1994-04-01,2024-10-25,"Great Bend, KS US",0.95,CITY:US200005
1994-04-01,2024-10-25,"Hays, KS US",0.95,CITY:US200006
1994-04-01,2024-10-25,"Hutchinson, KS US",0.95,CITY:US200007
1994-04-20,2024-10-25,"Lawrence, KS US",0.95,CITY:US200008
1995-02-28,2024-10-25,"Leavenworth, KS US",0.95,CITY:US200009
1994-03-17,2024-10-25,"Liberal, KS US",0.95,CITY:US200010
1994-04-20,2024-10-25,"Manhattan, KS US",0.95,CITY:US200011
1994-04-20,2024-10-25,"Pittsburg, KS US",0.95,CITY:US200012
1994-04-01,2024-10-25,"Salina, KS US",0.95,CITY:US200013
1994-04-20,2024-10-25,"Topeka, KS US",0.95,CITY:US200014
1994-04-01,2024-10-25,"Wichita, KS US",0.95,CITY:US200015
1994-02-28,2024-10-25,"Winfield, KS US",0.95,CITY:US200016
1995-05-19,2024-10-25,"Bowling Green, KY US",0.95,CITY:US210001
1995-05-19,2024-10-25,"Campbellsville, KY US",0.95,CITY:US210002
1995-05-19,2024-10-25,"Danville, KY US",0.95,CITY:US210003
1995-05-19,2024-10-25,"Elizabethtown, KY US",0.95,CITY:US210004
1995-05-19,2024-10-25,"Fort Knox, KY US",0.95,CITY:US210005
1995-05-19,2024-10-25,"Frankfort, KY US",0.95,CITY:US210006
1995-05-19,2024-10-25,"Hopkinsville, KY US",0.95,CITY:US210007
1995-05-19,2024-10-25,"Lexington, KY US",0.95,CITY:US210008
1995-05-19,2024-10-25,"Louisville, KY US",0.95,CITY:US210009
1995-05-19,2024-10-25,"Madisonville, KY US",0.95,CITY:US210010
1995-05-19,2024-10-25,"Middlesborough, KY US",0.95,CITY:US210011
1995-05-01,2024-10-25,"Murray, KY US",0.95,CITY:US210012
1995-05-19,2024-10-25,"Owensboro, KY US",0.95,CITY:US210013
1995-05-01,2024-10-25,"Paducah, KY US",0.95,CITY:US210014
1995-05-19,2024-10-25,"Somerset, KY US",0.95,CITY:US210015
1995-06-28,2024-10-25,"Alexandria, LA US",0.95,CITY:US220001
1995-06-05,2024-10-25,"Bastrop, LA US",0.95,CITY:US220002
1995-05-16,2024-10-25,"Baton Rouge, LA US",0.95,CITY:US220003
1995-04-03,2024-10-25,"Bogalusa, LA US",0.95,CITY:US220004
1994-03-23,2024-10-25,"Fort Polk South, LA US",0.95,CITY:US220005
1995-04-03,2024-10-25,"Hammond, LA US",0.95,CITY:US220006
1995-05-16,2024-10-25,"Houma, LA US",0.95,CITY:US220007
1994-03-23,2024-10-25,"Jennings, LA US",0.95,CITY:US220008
1995-05-16,2024-10-25,"Lafayette, LA US",0.95,CITY:US220009
1994-03-23,2024-10-25,"Lake Charles, LA US",0.95,CITY:US220010
1995-06-28,2024-10-25,"Minden, LA US",0.95,CITY:US220011
1995-06-28,2024-10-25,"Monroe, LA US",0.95,CITY:US220012
1995-05-16,2024-10-25,"Morgan City, LA US",0.95,CITY:US220013
1995-06-28,2024-10-25,"Natchitoches, LA US",0.95,CITY:US220014
1995-05-16,2024-10-25,"New Iberia, LA US",0.95,CITY:US220015
1995-04-03,2024-10-25,"New Orleans, LA US",0.95,CITY:US220016
1995-05-16,2024-10-25,"Opelousas, LA US",0.95,CITY:US220017
1995-06-28,2024-10-25,"Ruston, LA US",0.95,CITY:US220018
1995-06-28,2024-10-25,"Shreveport, LA US",0.95,CITY:US220019
1995-05-16,2024-10-25,"Thibodaux, LA US",0.95,CITY:US220020
1995-05-08,2024-10-25,"Augusta, ME US",0.95,CITY:US230001
1995-05-08,2024-10-25,"Bangor, ME US",0.95,CITY:US230002
1995-03-28,2024-10-25,"Lewiston, ME US",0.95,CITY:US230003
1995-03-28,2024-10-25,"Portland, ME US",0.95,CITY:US230004
1995-05-08,2024-10-25,"Waterville, ME US",0.95,CITY:US230005
1994-06-15,2024-10-25,"Annapolis, MD US",0.95,CITY:US240001
1994-06-15,2024-10-25,"Baltimore, MD US",0.95,CITY:US240002
1994-06-15,2024-10-25,"Cambridge, MD US",0.95,CITY:US240003
1994-06-15,2024-10-25,"Cumberland, MD US",0.95,CITY:US240004
1994-06-15,2024-10-25,"Easton, MD US",0.95,CITY:US240005
1994-06-15,2024-10-25,"Frederick, MD US",0.95,CITY:US240006
1994-06-15,2024-10-25,"Hagerstown, MD US",0.95,CITY:US240007
1994-06-15,2024-10-25,"Ocean Pines, MD US",0.95,CITY:US240008
1994-06-15,2024-10-25,"Salisbury, MD US",0.95,CITY:US240009
1994-06-15,2024-10-25,"Westminster, MD US",0.95,CITY:US240010
1995-03-28,2024-10-25,"Barnstable Town, MA US",0.95,CITY:US250001
1995-03-28,2024-10-25,"Boston, MA US",0.95,CITY:US250002
